row_number	total_rows	total_tokens	HARM_CATEGORY_SEXUALLY_EXPLICIT	HARM_CATEGORY_HATE_SPEECH	HARM_CATEGORY_HARASSMENT	HARM_CATEGORY_DANGEROUS_CONTENT
2090	3992	101	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	HIGH
2091	3992	113	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
2092	3992	187	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
2093	3992	184	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE
2094	3992	120	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
2095	3992	125	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE
2096	3992	169	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
2097	3992	160	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE
2098	3992	185	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE
2099	3992	156	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
2100	3992	127	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
2056	3992	153	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE
2057	3992	87	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
2058	3992	84	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
2059	3992	88	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
2060	3992	84	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
2061	3992	86	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
2062	3992	82	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
2063	3992	84	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
2064	3992	99	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
2065	3992	95	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	HIGH
2066	3992	113	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
2067	3992	84	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
2068	3992	76	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
2069	3992	86	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
2070	3992	100	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
2071	3992	109	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
2072	3992	100	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
2073	3992	101	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
2074	3992	102	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
2075	3992	102	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
2076	3992	108	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
2077	3992	102	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
2078	3992	103	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
2079	3992	101	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
2080	3992	243	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
2081	3992	160	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
2082	3992	130	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	HIGH
2083	3992	204	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE
2084	3992	169	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	HIGH
2085	3992	168	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
2086	3992	291	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	HIGH
2087	3992	866	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE
2088	3992	170	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE
2089	3992	259	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE
2090	3992	101	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	HIGH
2091	3992	113	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
2092	3992	187	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
2093	3992	184	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE
2094	3992	120	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
2095	3992	125	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE
2096	3992	169	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
2097	3992	160	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE
2098	3992	185	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE
2099	3992	156	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
2100	3992	127	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
2101	3992	153	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE
2102	3992	136	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
2103	3992	222	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
2104	3992	109	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
2105	3992	120	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
2106	3992	108	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
2107	3992	115	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE
2108	3992	101	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	HIGH
2109	3992	130	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE
2110	3992	121	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
2111	3992	130	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
2112	3992	150	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
2113	3992	123	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
2114	3992	111	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
2115	3992	124	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
2116	3992	122	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	HIGH
2117	3992	126	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
2118	3992	135	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE
2119	3992	127	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE
2120	3992	112	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
2121	3992	114	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
2122	3992	119	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
2123	3992	115	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
2124	3992	117	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
2125	3992	110	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
2126	3992	119	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE
2127	3992	111	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
2128	3992	120	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE
2129	3992	126	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
2130	3992	123	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
2131	3992	116	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
2132	3992	123	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
2133	3992	122	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	HIGH
2134	3992	131	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	HIGH
2135	3992	124	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	HIGH
2136	3992	124	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	HIGH
2137	3992	122	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	HIGH
2138	3992	150	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE
2139	3992	110	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
2140	3992	128	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE
2141	3992	122	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
2142	3992	135	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
2143	3992	135	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
2144	3992	138	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
2145	3992	114	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
2146	3992	209	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
2147	3992	171	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
2148	3992	175	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE
2149	3992	168	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
2150	3992	176	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
2151	3992	170	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	HIGH
2152	3992	167	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
2153	3992	173	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
2154	3992	173	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
2155	3992	173	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
2156	3992	174	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
2157	3992	168	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
2158	3992	169	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
2159	3992	168	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
2160	3992	191	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE
2161	3992	174	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
2162	3992	171	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
2163	3992	170	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
2164	3992	174	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
2165	3992	191	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE
2166	3992	176	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE
2167	3992	168	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
2168	3992	167	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
2169	3992	170	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
2170	3992	173	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
2171	3992	174	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
2172	3992	194	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE
2173	3992	191	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE
2174	3992	192	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE
2175	3992	179	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE
2176	3992	175	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
2177	3992	170	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
2178	3992	181	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE
2179	3992	173	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
2180	3992	191	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE
2181	3992	194	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE
2182	3992	178	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
2183	3992	172	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	HIGH
2184	3992	186	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE
2185	3992	171	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
2186	3992	171	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
2187	3992	170	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
2188	3992	196	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE
2189	3992	185	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE
2190	3992	172	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
2191	3992	170	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
2192	3992	170	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
2193	3992	174	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE
2194	3992	157	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
2195	3992	181	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
2196	3992	171	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
2197	3992	179	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
2198	3992	181	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
2199	3992	174	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
2200	3992	358	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
2201	3992	589	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE
2202	3992	177	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
2203	3992	327	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE
2204	3992	190	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
2205	3992	510	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE
2206	3992	292	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE
2207	3992	381	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE
2208	3992	180	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
2209	3992	246	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
2210	3992	300	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE
2211	3992	300	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE
2212	3992	432	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE
2213	3992	487	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE
2214	3992	372	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE
2215	3992	313	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE
2216	3992	298	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE
2217	3992	467	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE
2218	3992	210	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
2219	3992	280	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE
2220	3992	173	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
2221	3992	176	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
2222	3992	179	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
2223	3992	219	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
2224	3992	86	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE
2225	3992	75	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	HIGH
2226	3992	72	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
2227	3992	209	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
2228	3992	93	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	HIGH
2229	3992	113	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
2230	3992	113	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE
2231	3992	110	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
2232	3992	106	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
2233	3992	110	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
2234	3992	106	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
2235	3992	104	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
2236	3992	112	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
2237	3992	109	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
2238	3992	119	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
2239	3992	107	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
2240	3992	108	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
2241	3992	121	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
2242	3992	109	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
2243	3992	118	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
2244	3992	108	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
2245	3992	116	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
2246	3992	110	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
2247	3992	108	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
2248	3992	110	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
2249	3992	110	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE
2250	3992	117	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE
2251	3992	114	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
2252	3992	108	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE
2253	3992	117	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE
2254	3992	114	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE
2255	3992	110	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
2256	3992	135	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
2257	3992	108	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
2258	3992	110	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
2259	3992	93	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	HIGH
2260	3992	90	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	HIGH
2261	3992	90	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	HIGH
2262	3992	95	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	HIGH
2263	3992	111	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	HIGH
2264	3992	109	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	HIGH
2265	3992	78	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
2266	3992	96	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	HIGH
2267	3992	113	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	HIGH
2268	3992	79	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
2269	3992	89	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
2270	3992	80	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
2271	3992	90	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
2272	3992	80	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
2273	3992	106	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	HIGH
2274	3992	78	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
2275	3992	85	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
2276	3992	165	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
2277	3992	95	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
2278	3992	96	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
2279	3992	82	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
2280	3992	112	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
2281	3992	87	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
2282	3992	92	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	HIGH
2283	3992	95	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	HIGH
2284	3992	105	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
2285	3992	86	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
2286	3992	79	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
2287	3992	103	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
2288	3992	100	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
2289	3992	104	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
2290	3992	113	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
2291	3992	103	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
2292	3992	101	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
2293	3992	94	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
2294	3992	91	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	HIGH
2295	3992	103	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
2296	3992	106	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
2297	3992	109	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
2298	3992	116	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
2299	3992	103	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
2300	3992	103	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
2301	3992	107	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	HIGH
2302	3992	102	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
2303	3992	101	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
2304	3992	107	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
2305	3992	101	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
2306	3992	78	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
2307	3992	114	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
2308	3992	82	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
2309	3992	81	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
2310	3992	94	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
2311	3992	89	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	HIGH
2312	3992	95	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
2313	3992	75	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
2314	3992	81	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
2315	3992	101	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
2316	3992	79	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
2317	3992	78	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
2318	3992	96	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	HIGH
2319	3992	110	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE
2320	3992	119	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE
2321	3992	94	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	HIGH
2322	3992	92	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	HIGH
2323	3992	102	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
2324	3992	113	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
2325	3992	84	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
2326	3992	90	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	HIGH
2327	3992	99	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE
2328	3992	80	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
2329	3992	82	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
2330	3992	130	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE
2331	3992	95	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	HIGH
2332	3992	100	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	HIGH
2333	3992	93	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	HIGH
2334	3992	80	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
2335	3992	103	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
